sentence,label
"I've been dealing with this constant, dull ache in my belly for the past six weeks. It's persistent and uncomfortable. Additionally, I've been urinating more frequently, and it burns when I pee. There's also a strange odor to my urine. I'm really worried about it.",1.0
"Doctor, I've had this throbbing pain in my lower back and lower abdomen for about five weeks. It's like a constant pressure that doesn't go away. I've noticed blood in my urine on several occasions, and it's been painful to urinate. The pain is affecting my daily life.",1.0
"I've been suffering from intermittent, severe pain in my side for the past two months. The pain is sharp and intense, and it often wakes me up at night. I've also had nausea and vomiting episodes. My urine is dark yellow, and I feel weak. What's happening to me?",1.0
"Doctor, I've had this relentless burning sensation when I urinate for the past eight weeks. It's extremely painful every time I go to the bathroom. I've also been experiencing aching in my lower abdomen and lower back. Please help me find out what's causing this.",1.0
"I've had this sharp, shooting pain in my lower back and groin area for the past seven weeks. It's like an electric shock, and it's excruciating. My urine has been pinkish, and I've noticed small stones coming out when I pee. Is this a serious issue?",1.0
"Doctor, for the past three months, I've been dealing with persistent discomfort in my lower abdomen. It's a dull, nagging pain that's always there. I've also had frequent bloating and a decreased appetite. I'm concerned about the duration of these symptoms.",1.0
"I've had this unbearable, stabbing pain in my side for the past six weeks. It comes and goes, but when it's there, I can hardly move. I've also had vomiting episodes and dark yellow urine. I'm desperate for relief. What can be done about this pain?",1.0
"Doctor, I've been experiencing a constant, gnawing pain in my lower back and lower abdomen for the past four months. It's like a weight that won't lift. I've also noticed blood in my urine multiple times. This prolonged discomfort is taking a toll on me.",1.0
"I've had this intermittent, sharp pain in my side for the past two months. It's intense and can last for hours. I've also noticed blood in my urine on several occasions. It's affecting my daily life, and I'm worried about the underlying cause.",1.0
"Hey doc, I've been going through some really rough times lately. I've got this constant, nagging pain in my lower back and belly for the past couple of months. It's like this dull ache that never quits. And sometimes, when I pee, it feels like I'm passing razor blades. What's up with that?",1.0
"Hi there, doc. So, for about two and a half months, I've been dealing with these sharp, stabbing pains on my side. They come and go, but when they hit, it's like a lightning bolt. And here's the kicker - I've seen some red stuff in my pee a few times. What's happening to me?",1.0
"Hey, doc, I've had this annoying, throbbing pain in my lower belly and back for about three months now. It's like a heavy weight that won't lift. And lately, when I pee, it's got this funky smell, and it's cloudy. Something's not right, right?",1.0
"Yo, doc, I've been going through a real ordeal for the last four months. I've got this sharp, intermittent pain in my side that's just killing me. Plus, I've been throwing up like crazy, and my pee looks like orange juice sometimes. What gives?",1.0
"Doc, I've been in a world of hurt for the past five months. I've got this relentless, burning sensation every time I pee. And my lower belly and back have been aching constantly. It's like my body's staging a revolt. Can you help me out here?",1.0
"Hey doc, so here's the deal - I've had this on-again-off-again, severe pain in my side for about six months now. It's like someone's stabbing me with a knife. And on top of that, my urine's got this reddish tint sometimes. What's the story, doc?",1.0
"Doc, I've been through the wringer for the past seven months. I've got this unbearable, stabbing pain in my lower back and groin area. It's like a jackhammer, and it just won't stop. My pee's gone pinkish a few times too. What's the scoop?",1.0
"Hey there, doc. I've been dealing with this nagging, constant ache in my lower belly for about eight months now. It's like this heavy burden I can't shake. And lately, I've had no appetite and a ton of bloating. Can you shed some light on this?",1.0
"Doc, I've been enduring this off-and-on, sharp pain in my side for the last nine months. It's intense and knocks me off my feet. Plus, my urine's got this strange hue sometimes. I'm really getting tired of this, doc.",1.0
"Hey doc, I've been facing this recurring, excruciating pain in my lower back and belly for the past ten months. It's like a constant throb that won't quit. And to make matters worse, I've seen blood in my pee quite a few times. What's going on, doc?",1.0
"Doc, for the past eleven months, I've been dealing with this persistent pain in my side. It's a dull ache that just lingers. And my urine has this funky smell, and it's cloudy. It's starting to get to me, doc.",1.0
"Hey doc, I've had this on-and-off, sharp pain in my lower back and groin for about a year now. It's like a rollercoaster of agony. Plus, my urine's got this pinkish color from time to time. Can you help me out?",1.0
"Doc, I've been going through this never-ending, burning sensation when I pee for the past year and a half. It's painful every single time. And my lower belly and back have been hurting like crazy. What's the deal, doc?",1.0
"Hey doc, I've been enduring this recurring, excruciating pain in my side for the last year and three months. It's intense, and it's taken a toll on me. Plus, my urine's got this weird tint sometimes. What's the story, doc?",1.0
"Doc, I've been through the ringer for the past year and four months. I've got this unbearable, stabbing pain in my lower back and groin area. It's like a never-ending nightmare. My pee's gone pinkish a few times too. What's going on, doc?",1.0
"Hey doc, I've been having some pretty rough times lately. I've got this constant, nagging pain in my lower back and belly for the past couple of months. It's like this dull ache that never goes away. And sometimes, when I pee, it feels like I'm passing shards of glass. What's happening there, doc?",1.0
"Hi there, doc. So, for about two and a half months, I've been dealing with these sharp, stabbing pains on my side. They come and go, but when they hit, it's like a lightning strike. And here's the kicker - I've seen some red stuff in my pee a few times. What's going on inside me?",1.0
"Hey, doc, I've had this annoying, throbbing pain in my lower belly and back for about three months now. It's like a heavy weight that won't lift. And lately, when I pee, it's got this funky smell, and it's cloudy. Something's not right, huh?",1.0
"Yo, doc, I've been going through a real ordeal for the last four months. I've got this sharp, intermittent pain in my side that's just killing me. Plus, I've been throwing up like crazy, and my pee looks like orange juice sometimes. What's happening to me, doc?",1.0
"Doc, I've been in a world of hurt for the past five months. I've got this relentless, burning sensation every time I pee. And my lower belly and back have been aching constantly. It's like my body's staging a revolt. Can you help me out here, doc?",1.0
"Hey doc, so here's the deal - I've had this on-again-off-again, severe pain in my side for about six months now. It's like someone's stabbing me with a knife. And on top of that, my urine's got this reddish tint sometimes. What's the story, doc?",1.0
"Doc, I've been through the wringer for the past seven months. I've got this unbearable, stabbing pain in my lower back and groin area. It's like a jackhammer, and it just won't stop. My pee's gone pinkish a few times too. What's going on, doc?",1.0
"Hey there, doc. I've been dealing with this nagging, constant ache in my lower belly for about eight months now. It's like this heavy burden I can't shake. And lately, I've had no appetite and a ton of bloating. Can you shed some light on this, doc?",1.0
"Doc, I've been enduring this off-and-on, sharp pain in my side for the last nine months. It's intense and knocks me off my feet. Plus, my urine's got this strange hue sometimes. I'm really getting tired of this, doc.",1.0
"Hey doc, I've been facing this recurring, excruciating pain in my lower back and belly for the past ten months. It's like a constant throb that won't quit. And to make matters worse, I've seen blood in my pee quite a few times. What's going on, doc?",1.0
"Doc, I need your help. For the past year and two months, I've been dealing with this constant, nagging pain in my lower back and belly. It's like this persistent ache that's driving me crazy. And sometimes, it feels like I'm passing gravel when I pee. What's happening, doc?",1.0
"Hi doc, I've got some issues that have been bothering me for about a year and three months now. I've been having these sharp, stabbing pains on my side. They come and go, but when they hit, it's like a lightning bolt. And my urine has this reddish tint from time to time. Can you shed some light on this?",1.0
"Doc, I've had this nagging pain in my lower belly and back for about a year and four months. It's like carrying a heavy burden all the time. And lately, I've been losing my appetite, and my belly feels like a balloon. Can you tell me what's going on, doc?",1.0
"Hey doc, for the last year and five months, I've been dealing with this sharp, intermittent pain in my side. It's intense and takes the wind out of my sails. Plus, my urine has this strange color sometimes. I'm getting really frustrated, doc.",1.0
"Doc, I've been through the wringer for the past year and six months. I've got this unbearable, stabbing pain in my lower back and groin area. It's like a non-stop nightmare. My pee has turned pinkish several times too. What's the story, doc?",1.0
"Hey doc, I've had this constant, dull ache in my lower belly for about a year and seven months. It's like a weight that won't lift. And lately, I've been feeling bloated all the time, and my appetite is non-existent. Can you help me figure this out, doc?",1.0
"Doc, I've been enduring this off-and-on, sharp pain in my side for the last year and eight months. It's intense and has become a part of my life. Plus, my urine's got this strange hue sometimes. I'm really fed up with this, doc.",1.0
"Hey doc, I've been facing this recurring, excruciating pain in my lower back and belly for the past year and nine months. It's like a constant throb that's driving me insane. And to top it off, I've seen blood in my pee numerous times. What's happening, doc?",1.0
"Doc, I've been going through this never-ending, burning sensation every time I pee for the past two years. It's painful every single time. And my lower belly and back have been hurting like crazy. I need answers, doc.",1.0
"Hey doc, so here's the scoop - I've had this on-again-off-again, severe pain in my side for about two years and one month now. It's like someone's playing darts with my organs. And my urine's got this reddish tint sometimes. What's the deal, doc?",1.0
"Doc, I'm really worried. For the past two years and two months, I've been dealing with this constant, nagging pain in my lower back and belly. It's like a never-ending discomfort. And sometimes, it's as if I'm peeing out gravel. What's going on inside me, doc?",1.0
"Hi doc, it's been a challenging two years and three months. I've been plagued by these sharp, stabbing pains on my side. They come and go, but when they hit, it's like a bolt of lightning. And my urine has this reddish hue now and then. Can you help me understand this, doc?",1.0
"Doc, I've had this persistent pain in my lower belly and back for about two years and four months. It's like carrying a weight that never lifts. Lately, I've lost my appetite, and my belly's swollen like a balloon. Can you please give me some clarity, doc?",1.0
"Hey doc, for the last two years and five months, I've been dealing with this sharp, intermittent pain in my side. It's intense and knocks me off my feet. Plus, my urine's got this strange color sometimes. I'm really fed up, doc.",1.0
"Doc, I've been through the wringer for the past two years and six months. I've got this unbearable, stabbing pain in my lower back and groin area. It's like a never-ending nightmare. My pee has turned pinkish numerous times too. What's happening, doc?",1.0
"Hey doc, I've had this constant, dull ache in my lower belly for about two years and seven months. It's like a burden that won't go away. And lately, I've been feeling bloated all the time, and I've lost interest in food. Help me out, doc.",1.0
"Doc, I've been enduring this off-and-on, sharp pain in my side for the last two years and eight months. It's intense, and it's draining me. Plus, my urine's got this strange hue sometimes. I'm really tired of this, doc.",1.0
"Hey doc, I've been facing this recurring, excruciating pain in my lower back and belly for the past two years and nine months. It's like a constant throb that's wearing me down. And to make matters worse, I've seen blood in my pee quite a few times. What's happening, doc?",1.0
"Doc, I've been going through this never-ending, burning sensation every time I pee for the past three years. It's painful every single time. And my lower belly and back have been hurting like crazy. I need answers, doc.",1.0
"Hey doc, so here's the deal - I've had this on-again-off-again, severe pain in my side for about three years and one month now. It's like someone's playing darts with my organs. And my urine's got this reddish tint sometimes. What's the deal, doc?",1.0
"Doc, I've been suffering for the last three years and two months. I've got this constant, nagging pain in my lower back and belly. It's like a never-ending torture. And sometimes, it feels like I'm passing gravel when I pee. Can you shed some light on this, doc?",1.0
"Hi doc, it's been a tough three years and three months. I've been dealing with these sharp, stabbing pains on my side. They come and go, but when they hit, it's like a bolt of lightning. And my urine has this reddish hue now and then. Can you please help me figure this out, doc?",1.0
"Doc, I've had this persistent pain in my lower belly and back for about three years and four months. It's like carrying a weight that never lifts. Lately, I've lost my appetite, and my belly's swollen like a balloon. What's going on, doc?",1.0
"Hey doc, for the last three years and five months, I've been dealing with this sharp, intermittent pain in my side. It's intense and knocks me off my feet. Plus, my urine's got this strange color sometimes. I'm really fed up, doc.",1.0
"Doc, I've been through the wringer for the past three years and six months. I've got this unbearable, stabbing pain in my lower back and groin area. It's like a never-ending nightmare. My pee has turned pinkish numerous times too. What's happening, doc?",1.0
"Hey doc, I've had this constant, dull ache in my lower belly for about three years and seven months. It's like a burden that won't go away. And lately, I've been feeling bloated all the time, and I've lost interest in food. Help me out, doc.",1.0
"Doc, I've been enduring this off-and-on, sharp pain in my side for the last three years and eight months. It's intense, and it's draining me. Plus, my urine's got this strange hue sometimes. I'm really tired of this, doc.",1.0
"Hey doc, I've been facing this recurring, excruciating pain in my lower back and belly for the past three years and nine months. It's like a constant throb that's wearing me down. And to make matters worse, I've seen blood in my pee quite a few times. What's happening, doc?",1.0
"Doc, I've been going through this never-ending, burning sensation every time I pee for the past four years. It's painful every single time. And my lower belly and back have been hurting like crazy. I need answers, doc.",1.0
"Hey doc, so here's the deal - I've had this on-again-off-again, severe pain in my side for about four years and one month now. It's like someone's playing darts with my organs. And my urine's got this reddish tint sometimes. What's the deal, doc?",1.0
"Hey doc, I'm 42 years old, and I've been going through some real tough times. I've got this constant, nagging pain in my lower back and belly for the past couple of months. It's like this dull ache that never lets up. And sometimes, it feels like I'm passing shards of glass when I pee. What's happening, doc?",1.0
"Hi doc, I'm 38 years old, and for about two and a half months, I've been dealing with these sharp, stabbing pains on my side. They come and go, but when they hit, it's like a lightning bolt. And my urine has this reddish tint from time to time. Can you shed some light on this, doc?",1.0
"Hey, doc, I'm 45 years old, and I've had this annoying, throbbing pain in my lower belly and back for about three months now. It's like carrying a heavy weight all the time. And lately, when I pee, it's got this funky smell, and it's cloudy. Something's not right, right?",1.0
"Yo, doc, I'm 31 years old, and I've been going through a real ordeal for the last four months. I've got this sharp, intermittent pain in my side that's just killing me. Plus, I've been throwing up like crazy, and my pee looks like orange juice sometimes. What gives, doc?",1.0
"Doc, I'm 52 years old, and I've been in a world of hurt for the past five months. I've got this relentless, burning sensation every time I pee. And my lower belly and back have been aching constantly. It's like my body's staging a revolt. Can you help me out here, doc?",1.0
"Doc, I've been racking my brain trying to figure this out. For the past four years and two months, I've had this constant, nagging pain in my lower back and belly. It's like a never-ending discomfort. Could it be some kind of digestive issue or maybe a kidney problem?",1.0
"Doc, I've been doing some research, and I've got a theory. For the last four years and eight months, I've been enduring this off-and-on, sharp pain in my side. It's intense, and it's draining me. Could it be a muscle issue or perhaps a urinary problem?",1.0
"Hey doc, I've been trying to connect the dots here. I've been facing this recurring, excruciating pain in my lower back and belly for the past four years and nine months. It's like a constant throb that's wearing me down. Could it be related to my diet or maybe a kidney issue?",1.0
"Doc, I've been researching my symptoms, and I've got a suspicion. For the past five years, I've been going through this never-ending, burning sensation every time I pee. It's painful every single time. Could it be a urinary tract infection or maybe a kidney problem?",1.0
"Hey doc, so here's my take on things. I've had this on-again-off-again, severe pain in my side for about five years and one month now. It's like someone's playing darts with my organs. Could it be a muscle strain or perhaps a kidney issue?",1.0
"Doc, I've been doing some reading, and I have a theory. For the past five years and two months, I've been dealing with this constant, nagging pain in my lower back and belly. It's like a never-ending discomfort. Could it be related to my diet or maybe a kidney problem?",1.0
"Hey doc, I've been researching my symptoms, and I've got a suspicion. So, for about five years and three months, I've been suffering from these sharp, stabbing pains on my side. They come and go, but when they hit, it's like a bolt of lightning. Could it be related to my diet or perhaps a kidney issue?",1.0
"Doc, I've been contemplating this for a while. For the last five years and four months, I've had this persistent pain in my lower belly and back. It's like carrying a weight that never lifts. Could it be related to my gut health or maybe a kidney issue?",1.0
"Hey doc, I've been trying to connect the dots here. I've been enduring this off-and-on, sharp pain in my side for the past five years and five months. It's intense, and it's draining me. Could it be a muscle issue or perhaps a urinary problem?",1.0
"Doc, I've been reading a lot about health, and I've got a suspicion. For the past five years and six months, I've been facing this recurring, excruciating pain in my lower back and belly. It's like a constant throb that's wearing me down. Could it be related to my diet or maybe a kidney issue?",1.0
"Hey doc, so here's my take on things. I've had this on-again-off-again, severe pain in my side for about five years and seven months now. It's like someone's playing darts with my organs. Could it be a muscle strain or perhaps a kidney issue?",1.0
"Doc, I've been researching my symptoms, and I've got a suspicion. For the past five years and eight months, I've been dealing with this constant, nagging pain in my lower back and belly. It's like a never-ending discomfort. Could it be related to my diet or maybe a kidney problem?",1.0
"Hey doc, I've been contemplating this for a while. So, for about five years and nine months, I've been suffering from these sharp, stabbing pains on my side. They come and go, but when they hit, it's like a bolt of lightning. Could it be related to my diet or perhaps a kidney issue?",1.0
"Doc, I've been doing some reading, and I have a theory. For the past six years, I've had this persistent pain in my lower belly and back. It's like carrying a weight that never lifts. Could it be related to my gut health or maybe a kidney issue?",1.0
"Hey doc, I've been trying to connect the dots here. I've been enduring this off-and-on, sharp pain in my side for the past six years. It's intense, and it's draining me. Could it be a muscle issue or perhaps a urinary problem?",1.0
"I've been feeling really tired lately, doc. My urine is dark and foamy, and I've noticed some swelling in my ankles and face. These symptoms have been bothering me for about a month now.",1.0
"Doc, I've had blood in my urine for the past two weeks. It's scary, and I'm always thirsty and urinate frequently. Sometimes, I feel like my joints are aching.",1.0
"My abdomen has been hurting for a while, and I have this persistent high blood pressure. There's protein in my urine, and my ankles swell up occasionally. It's been about three months with these issues.",1.0
"I've been having trouble breathing, doc. My urine is dark brown, and I've got a persistent cough. I've also been running a fever for the last two weeks.",1.0
"Doc, I've noticed my vision getting worse, especially at night. My urine has a brownish tint, and I have joint pain. These symptoms have been going on for about two months now.",1.0
"Hey, doc, I've been feeling utterly exhausted for the past few weeks. My urine is cloudy, and I've got this unrelenting headache. Sometimes, I feel like I'm seeing double, and my blood pressure has been all over the place. It's been a month since these issues started.",1.0
"Doc, I'm constantly bloated, and my ankles swell up like balloons. My urine has been foamy, and I've noticed it's become darker in color. I've had these symptoms for about two months now.",1.0
"I've been losing weight unintentionally, doc, and I've got this nagging cough that just won't go away. My urine is reddish-brown, and I've had joint pain for about three weeks. It's starting to worry me.",1.0
"Doc, my face has been looking puffy lately, and I've had this persistent shortness of breath. My urine has blood in it, and I've been running a low-grade fever for a month now.",1.0
"I've been having trouble sleeping, doc, and my vision seems to be getting worse, especially at night. My urine is consistently dark, and I've noticed some swelling in my ankles. These symptoms have been bothering me for about two months.",1.0
"Doc, my hands and feet are constantly cold, and I've been feeling weak all the time. My urine has a brownish tint, and I've had this persistent abdominal pain for about a month.",1.0
"I've had this strange metallic taste in my mouth, doc, and my urine has been cloudy and dark. I've also been experiencing joint pain and muscle cramps for the past three weeks.",1.0
"Hey, doc, I've been having trouble concentrating lately, and my memory has been foggy. My urine is frothy, and I've had persistent swelling in my legs for about two months.",1.0
"Doc, I've been feeling nauseous all the time, and I've noticed some weight gain. My urine has blood in it, and I've had a persistent cough for the past month. It's getting worse.",1.0
"I've had this constant metallic taste in my mouth, doc, and I've been experiencing muscle weakness and fatigue. My urine has been dark brown, and I've had joint pain for about two months now.",1.0
"Doctor, I've been experiencing severe fatigue, and my appetite has decreased significantly. My urine is dark and foamy, and I've had swelling in my ankles and face for about three months.",1.0
"Doc, I've been feeling extremely thirsty, and I've noticed that I'm urinating much more frequently than before. There's blood in my urine, and I've been having joint pain for about two weeks now.",1.0
"My blood pressure has been consistently high, doc, and I've had this persistent headache. My urine has protein in it, and I've been experiencing abdominal pain and swelling for the past month.",1.0
"I've been having difficulty breathing, doc, and I've noticed that my urine is dark brown. I've also had a persistent cough and fever for about a month. It's been really tough.",1.0
"Doctor, my vision has been deteriorating, especially in low light conditions. My urine has a brownish color, and I've been experiencing joint pain for about three months now. It's quite concerning.",1.0
"Doc, I've been feeling incredibly weak and fatigued lately. My urine is cloudy, and I've had this unrelenting headache for the past two weeks. Sometimes, I feel like I'm seeing double.",1.0
"I've had consistent bloating, doc, and my ankles swell up frequently. My urine is foamy, and I've noticed it becoming darker in color. These symptoms have been bothering me for about two months.",1.0
"Doctor, I've been losing weight without trying, and I've got this persistent cough that won't go away. My urine has turned reddish-brown, and I've had joint pain for about four weeks.",1.0
"I've had this constant metallic taste in my mouth, doc, and my urine has been cloudy and dark. I've also been experiencing muscle cramps and abdominal pain for the past two months.",1.0
"Hey, doc, my hands and feet have been unusually cold, and I've been feeling weak all the time. My urine has a brownish tint, and I've had persistent shortness of breath for about a month.",1.0
"Doctor, I've been experiencing difficulty concentrating, and my memory has been affected. My urine is frothy, and I've noticed persistent swelling in my legs for about three months.",1.0
"Doc, I've been feeling nauseous and experiencing weight gain. My urine has blood in it, and I've had a persistent cough for the past two weeks. It's getting worse.",1.0
"I've had this strange metallic taste in my mouth, doc, and I've been dealing with muscle weakness and fatigue. My urine is consistently dark, and I've had joint pain for about three months.",1.0
"Doctor, I've been experiencing severe fatigue and a loss of appetite. My urine is dark and foamy, and I've had swelling in my ankles and face for about two months now.",1.0
"Doc, I'm always thirsty, and I've noticed that I'm urinating much more frequently than usual. There's blood in my urine, and I've been having joint pain for about a month. It's concerning.",1.0
"Hey doc, I've been feeling super tired lately, like I can barely get out of bed. My pee looks weird too, all foamy, and my legs are puffy. This has been going on for like, what, two months?",1.0
"Doctor, I've got this constant urge to pee, and it stings when I do. My back has been aching, and there's blood in my urine. It started about three weeks ago.",1.0
"Doc, my head's been pounding like crazy, and my face has been looking swollen. My pee is all dark and cloudy, and this has been happening for like, a month or so.",1.0
"I've been coughing like crazy, doc, and it feels like I can't catch my breath. My urine is dark as night, and I've got a fever for the past three weeks. It's getting worse.",1.0
"Hey, doc, my eyesight's been going downhill, especially in the dark. My pee's got this weird brownish tint, and I'm getting joint pains for the past two months. It's not cool.",1.0
"Doctor, I'm always freezing, even in warm weather. My legs feel like jelly, and there's this constant pain in my belly. My pee's all brownish, and it's been like this for about a month.",1.0
"Doc, I've got this metallic taste in my mouth that won't go away. My pee's cloudy and dark, and I've had muscle cramps and aching for the past three weeks.",1.0
"I've been feeling super weak and can't concentrate, doc. My memory's all foggy too. My pee's all foamy, and my legs have been swollen for about two months.",1.0
"Hey doc, I've been nauseous all the time and gaining weight for no reason. My pee's got blood in it, and I've had this nagging cough for about a month. It's getting worse.",1.0
"Doctor, I've got this metallic taste in my mouth that won't quit, and my pee's been looking cloudy and dark. I've been having muscle cramps and belly pain for about two months now.",1.0
"Doc, I'm always cold, and my legs feel wobbly. I've got this shortness of breath that won't go away, and my pee's all brownish. It's been like this for about a month.",1.0
"Doctor, I can't focus, and my memory's shot. My pee's all frothy, and my legs are swelling up like balloons for the past three months.",1.0
"Hey doc, I've been nauseous and putting on weight out of the blue. My pee's got blood in it, and I've had this annoying cough for about two weeks. It's getting worse.",1.0
"I've got this metallic taste in my mouth that won't go away, doc, and my pee's been looking dark and cloudy. I've also had muscle cramps and belly pain for the past two months.",1.0
"Doctor, I'm always freezing, and my legs feel like jelly. I can barely breathe, and my pee's all brownish. It's been like this for about a month.",1.0
"Doc, I've been feeling super weak, and I can't seem to focus. My memory's all messed up too. My pee's all foamy, and my legs have been swollen for about three months.",1.0
"Hey doc, I've been nauseous and gaining weight for no reason. My pee's got blood in it, and I've had this irritating cough for about a month. It's getting worse.",1.0
"I've got this metallic taste in my mouth that won't go away, doc, and my pee's been looking cloudy and dark. I've also been having muscle cramps and belly pain for the past two months.",1.0
"Doctor, I'm always cold, and my legs feel wobbly. I've got this shortness of breath that won't quit, and my pee's all brownish. It's been like this for about a month.",1.0
"Hey doc, I've been feeling super tired lately, like I can barely get out of bed. My pee looks weird too, all foamy, and my legs are puffy. This has been going on for like, what, two months?",1.0
"Doctor, I've been going through a rough time lately. I'm constantly fatigued, and it's affecting my daily life. My urine has an unusual foamy appearance, and my ankles have been swollen for about two months. I'm also having trouble sleeping, and my appetite has decreased significantly.",1.0
"Hey doc, I've been dealing with some concerning issues recently. I've had a persistent urge to urinate, and it burns when I do. Additionally, there's been blood in my urine, and I've been experiencing lower back pain for the past three weeks. It's been quite uncomfortable.",1.0
"Doctor, I'm really worried about my health. I've been getting these pounding headaches, and my face has been swollen for the past month. My urine has a strange cloudy appearance, and I've also noticed a metallic taste in my mouth. This has been going on for about four weeks.",1.0
"I've been struggling with some serious respiratory issues, doc. I have a constant cough, shortness of breath, and a persistent fever for the last month. On top of that, my urine is dark brown, which is really concerning.",1.0
"Doctor, my eyesight has been deteriorating rapidly, especially in low light conditions. I've also noticed a brownish tint in my urine, and I've been experiencing joint pain and muscle weakness for about two months now. It's affecting my daily activities.",1.0
"Hey doc, I've been experiencing persistent abdominal pain, and it's been causing discomfort for the past two months. My urine has a brownish color, and I've been feeling nauseous lately. I've also noticed some unexplained weight gain.",1.0
"Doctor, I've been feeling incredibly weak, and my memory is not what it used to be. I've also been dealing with persistent swelling in my legs, and my urine has been frothy for about three months. It's been quite frustrating.",1.0
"Doc, I've been constantly bloated, and my ankles swell up like balloons regularly. My urine is foamy, and I've noticed it becoming darker in color. These symptoms have been bothering me for about two months, and it's really affecting my quality of life.",1.0
"Doctor, I've been losing weight unintentionally, and it's been a cause for concern. I've also developed this nagging cough that won't go away, and my urine has turned reddish-brown. Additionally, I've been experiencing joint pain for about four weeks now.",1.0
"Hey doc, I've had this metallic taste in my mouth that just won't quit. My urine is consistently dark, and I've been dealing with muscle cramps and abdominal pain for the past two months. It's been tough to manage.",1.0
"Doctor, I'm always freezing, even when it's warm outside. My legs feel weak, and I've had this persistent shortness of breath for about a month. My urine has a brownish tint, and I'm growing increasingly concerned about these symptoms.",1.0
"Doc, I've been having trouble concentrating lately, and my memory has been foggy. My urine is consistently frothy, and I've noticed persistent swelling in my legs for about three months. It's affecting my work and daily life.",1.0
"Doctor, I've been feeling nauseous all the time, and I've noticed unexplained weight gain. My urine contains blood, and I've had a persistent cough for the past two weeks. It's getting worse, and I'm really worried.",1.0
"Hey doc, this metallic taste in my mouth is driving me crazy. My urine has been consistently cloudy and dark, and I've been experiencing muscle cramps and abdominal pain for the past two months. It's been quite uncomfortable.",1.0
"Doctor, I'm always cold, and my legs feel like they're wobbling. I've got this constant shortness of breath that won't go away, and my urine has a brownish appearance. It's been like this for about a month, and I need help.",1.0
"Doc, I've been feeling incredibly fatigued, and it's affecting my daily life. My appetite has decreased, and I've noticed a constant metallic taste in my mouth. My urine is foamy, and my legs have been swollen for about two months. It's really taking a toll on me.",1.0
"Doctor, I've been dealing with persistent urinary issues that are causing discomfort. I have a frequent urge to urinate, and it burns when I do. Additionally, there's blood in my urine, and I've been experiencing lower back pain for the past three weeks. It's becoming quite troublesome.",1.0
"I've been struggling with these severe headaches, doc, and my face has been swelling up for the past month. My urine is cloudy, and I've also noticed a metallic taste in my mouth. These symptoms have been bothering me for about four weeks, and I'm growing increasingly concerned.",1.0
"Doctor, I've been researching my symptoms online, and I'm worried it might be diabetes. I'm constantly fatigued, urinating frequently, and my urine looks strange. It's been like this for about two months.",1.0
"Hey doc, I've been reading about kidney problems, and I think that might be what's going on. My urine has blood in it, and I've had this persistent back pain for about three weeks now.",1.0
"Doctor, my head has been pounding like crazy, and my face has been swollen. My urine looks strange, and I've also noticed a metallic taste in my mouth. Could this be related to some sort of infection or allergies?",1.0
"I've been coughing a lot, doc, and it feels like I can't catch my breath. My urine is dark, and I've had a fever for the past few weeks. Could this be due to a respiratory infection or something else?",1.0
"Hey doc, my eyesight has been getting worse, especially in low light conditions. My urine has a brownish tint, and I've been having joint pain and muscle weakness. Could it be related to aging or a nutritional deficiency?",1.0
"Doctor, I've been dealing with persistent abdominal pain, and my urine has a brownish color. I'm also feeling nauseous and gaining weight. Could this be related to digestive issues or hormonal imbalances?",1.0
"Doc, I'm always cold, and my legs feel weak. I've got shortness of breath, and my urine is brownish. Could this be linked to anemia or circulation problems?",1.0
"Doctor, I've been having trouble concentrating, and my memory is not what it used to be. My urine is frothy, and my legs have been swollen for a while. Could it be related to stress or anxiety?",1.0
"Hey doc, I've been feeling nauseous all the time, and I've gained some weight unexpectedly. My urine has blood in it, and I've had a cough for a few weeks. Could it be due to allergies or an infection?",1.0
"Doctor, I've had this metallic taste in my mouth for a while now, and my urine is consistently dark. I've also been dealing with muscle cramps and abdominal pain. Could this be related to dietary choices or dehydration?",1.0
"I'm always cold, doc, and my legs feel wobbly. I've got shortness of breath, and my urine has a brownish tint. Could it be due to poor circulation or a thyroid problem?",1.0
"Doc, I've been having trouble concentrating lately, and my memory has been foggy. My urine is frothy, and my legs have been swollen for a few months. Could it be related to diabetes or kidney issues?",1.0
"Doctor, I've been feeling nauseous all the time, and I've noticed some weight gain. My urine has blood in it, and I've had a persistent cough. Could it be related to a respiratory infection or an autoimmune disorder?",1.0
"Hey doc, I've had this metallic taste in my mouth for a while now, and my urine is consistently dark. I've also been dealing with muscle cramps and abdominal pain. Could it be due to liver problems or exposure to toxins?",1.0
"I'm always cold, doc, and my legs feel wobbly. I've got shortness of breath, and my urine has a brownish tint. Could it be due to a heart condition or an electrolyte imbalance?",1.0
"Doc, I've been having trouble concentrating lately, and my memory has been foggy. My urine is frothy, and my legs have been swollen for a few months. Could it be related to lupus or another autoimmune disorder?",1.0
"Doctor, I've been feeling nauseous all the time, and I've noticed some weight gain. My urine has blood in it, and I've had a persistent cough. Could it be related to heart problems or lung disease?",1.0
"Hey doc, I've had this metallic taste in my mouth for a while now, and my urine is consistently dark. I've also been dealing with muscle cramps and abdominal pain. Could it be related to medication side effects or kidney disease?",1.0
"I'm always cold, doc, and my legs feel wobbly. I've got shortness of breath, and my urine has a brownish tint. Could it be due to multiple sclerosis or another neurological condition?",1.0
"Doctor, I've been experiencing extreme fatigue, and my urine has an unusual foamy appearance. I've also noticed swelling in my ankles. Is this something that tends to happen as we get older?",1.0
